title,subject,year_group,key_stage,unit,learning_objective,oak_url
Using the wave speed equations,Science,Year 10,ks4,,"I can calculate the speed, frequency or wavelength of a wave using the wave equation.",https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/measuring-waves/lessons/using-the-wave-speed-equations
Using the wave speed equations,Science,Year 10,ks4,,"I can calculate the speed, frequency or wavelength of a wave using the wave equation.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/measuring-waves/lessons/using-the-wave-speed-equations
Velocity on a graph (v = s ÷ t),Science,Year 10,ks4,,I can sketch accurate displacement-time graphs of different motions.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/measuring-and-calculating-motion/lessons/velocity-on-a-graph-v-s-t
Velocity on a graph (v = s ÷ t),Science,Year 10,ks4,,I can sketch accurate displacement-time graphs of different motions.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/measuring-and-calculating-motion/lessons/velocity-on-a-graph-v-s-t
Velocity on displacement-time graphs (v = s ÷ t),Science,Year 10,ks4,,I can sketch accurate displacement-time graphs of different motions.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-higher-aqa/units/measuring-and-calculating-motion/lessons/velocity-on-displacement-time-graphs-vs-t
Velocity on displacement-time graphs (v = s ÷ t),Science,Year 10,ks4,,I can sketch accurate displacement-time graphs of different motions.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-higher-aqa/units/measuring-and-calculating-motion/lessons/velocity-on-displacement-time-graphs-vs-t
Velocity-time graphs: acceleration and distance travelled (a = Δv/t),Science,Year 10,ks4,,I can read information from velocity-time graphs and calculate acceleration and distance travelled.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-higher-aqa/units/measuring-and-calculating-motion/lessons/velocity-time-graphs-acceleration-and-distance-travelled-a-v-t
Velocity-time graphs: acceleration and distance travelled (a = Δv/t),Science,Year 10,ks4,,I can read information from velocity-time graphs and calculate acceleration and distance travelled.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-higher-aqa/units/measuring-and-calculating-motion/lessons/velocity-time-graphs-acceleration-and-distance-travelled-a-v-t
Wastewater treatment,Science,Year 10,ks4,,I can outline the key stages involved in the treatment of wastewater and describe features of each.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/separating-substances/lessons/wastewater-treatment
Wastewater treatment,Science,Year 10,ks4,,I can outline the key stages involved in the treatment of wastewater and describe features of each.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/separating-substances/lessons/wastewater-treatment
Water sample analysis: dissolved solids,Science,Year 10,ks4,,I can apply techniques to analyse water samples containing dissolved substances.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/separating-substances/lessons/water-sample-analysis-dissolved-solids
Water sample analysis: dissolved solids,Science,Year 10,ks4,,I can apply techniques to analyse water samples containing dissolved substances.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/separating-substances/lessons/water-sample-analysis-dissolved-solids
Water sample analysis: distillation,Science,Year 10,ks4,,I can use distillation to purify water samples and analyse the distillate to test its purity.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/separating-substances/lessons/water-sample-analysis-distillation
Water sample analysis: distillation,Science,Year 10,ks4,,I can use distillation to purify water samples and analyse the distillate to test its purity.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/separating-substances/lessons/water-sample-analysis-distillation
Water sample analysis: pH,Science,Year 10,ks4,,I can the describe how to test the pH of different water samples and suggest why they may differ in terms of dissolved substances.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/separating-substances/lessons/water-sample-analysis-ph
Water sample analysis: pH,Science,Year 10,ks4,,I can the describe how to test the pH of different water samples and suggest why they may differ in terms of dissolved substances.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/separating-substances/lessons/water-sample-analysis-ph
Why chemical reactions happen,Science,Year 10,ks4,,I can explain chemical bonding in terms of the transfer or sharing of electrons.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/structure-and-bonding/lessons/why-chemical-reactions-happen
Why chemical reactions happen,Science,Year 10,ks4,,I can explain chemical bonding in terms of the transfer or sharing of electrons.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/structure-and-bonding/lessons/why-chemical-reactions-happen
Work done (W = F × s),Science,Year 10,ks4,,I can describe how energy is transferred by a force and calculate the amount.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/energy-of-moving-objects/lessons/work-done-w-equals-f-s
Work done (W = F × s),Science,Year 10,ks4,,I can describe how energy is transferred by a force and calculate the amount.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/energy-of-moving-objects/lessons/work-done-w-equals-f-s
Work done calculations (W = F × s),Science,Year 10,ks4,,I can describe how energy is transferred by a force and calculate the amount.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-higher-aqa/units/energy-of-moving-objects/lessons/work-done-calculations-w-equals-f-s
Work done calculations (W = F × s),Science,Year 10,ks4,,I can describe how energy is transferred by a force and calculate the amount.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-higher-aqa/units/energy-of-moving-objects/lessons/work-done-calculations-w-equals-f-s
pH scale and indicators,Science,Year 10,ks4,,"I can explain the pH scale and appropriately use universal indicator, phenolphthalein, methyl orange, and litmus and pH meters to identify different solutions.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/making-salts/lessons/ph-scale-and-indicators
pH scale and indicators,Science,Year 10,ks4,,"I can explain the pH scale and appropriately use universal indicator, phenolphthalein, methyl orange, and litmus and pH meters to identify different solutions.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/making-salts/lessons/ph-scale-and-indicators
Absorbing infrared radiation practical,Science,Year 11,ks4,,I can investigate how the intensity of black ink affects the infrared radiation absorbed by a surface.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/electromagnetic-waves/lessons/absorbing-infrared-radiation-practical
Absorbing infrared radiation practical,Science,Year 11,ks4,,I can investigate how the intensity of black ink affects the infrared radiation absorbed by a surface.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/electromagnetic-waves/lessons/absorbing-infrared-radiation-practical
Acid rain and chemical weathering,Science,Year 11,ks4,,I can describe how acid rain is formed and the effects that it can cause.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/atmosphere-and-changing-climate/lessons/acid-rain-and-chemical-weathering
Acid rain and chemical weathering,Science,Year 11,ks4,,I can describe how acid rain is formed and the effects that it can cause.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/atmosphere-and-changing-climate/lessons/acid-rain-and-chemical-weathering
Activity and half-life calculations,Science,Year 11,ks4,,I can interpret radioactive half-life graphs and make calculations using values of half-life.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/nuclear-physics/lessons/activity-and-half-life-calculations
Activity and half-life calculations,Science,Year 11,ks4,,I can interpret radioactive half-life graphs and make calculations using values of half-life.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/nuclear-physics/lessons/activity-and-half-life-calculations
Activity and half-life calculations (including complex ones),Science,Year 11,ks4,,I can interpret radioactive half-life graphs and make calculations using values of half-life.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-higher-aqa/units/nuclear-physics/lessons/activity-and-half-life-calculations-including-complex-ones
Activity and half-life calculations (including complex ones),Science,Year 11,ks4,,I can interpret radioactive half-life graphs and make calculations using values of half-life.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-higher-aqa/units/nuclear-physics/lessons/activity-and-half-life-calculations-including-complex-ones
Addition polymerisation,Science,Year 11,ks4,,I can describe the formation of an addition polymer from its monomer.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/organic-chemistry/lessons/addition-polymerisation
Aerobic cellular respiration in humans and other organisms,Science,Year 11,ks4,,"I can describe the reactants and products of aerobic cellular respiration, and explain where, why and when it takes place.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/aerobic-and-anaerobic-cellular-respiration/lessons/aerobic-cellular-respiration-in-humans-and-other-organisms
Aerobic cellular respiration in humans and other organisms,Science,Year 11,ks4,,"I can describe the reactants and products of aerobic cellular respiration, and explain where, why and when it takes place.",https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/aerobic-and-anaerobic-cellular-respiration/lessons/aerobic-cellular-respiration-in-humans-and-other-organisms
Alcohols,Science,Year 11,ks4,,I can describe and explain properties and reactions of alcohols.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/organic-chemistry/lessons/alcohols
Alkenes,Science,Year 11,ks4,,I can describe and explain the reactions and properties of the first four alkenes.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/organic-chemistry/lessons/alkenes
Alternative methods of extracting metals: phytomining and bioleaching,Science,Year 11,ks4,,I can describe how metals are extracted by phytomining and bioleaching and compare different methods of metal extraction.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-higher-aqa/units/using-earths-resources/lessons/alternative-methods-of-extracting-metals-phytomining-and-bioleaching
Alternative methods of extracting metals: phytomining and bioleaching,Science,Year 11,ks4,,I can describe how metals are extracted by phytomining and bioleaching and compare different methods of metal extraction.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-higher-aqa/units/using-earths-resources/lessons/alternative-methods-of-extracting-metals-phytomining-and-bioleaching
An electric motor,Science,Year 11,ks4,,I can explain how connections in a motor enable its coil to be driven continually in one direction.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/electromagnetism/lessons/an-electric-motor
An electric motor,Science,Year 11,ks4,,I can explain how connections in a motor enable its coil to be driven continually in one direction.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/electromagnetism/lessons/an-electric-motor
An electromagnet,Science,Year 11,ks4,,I can describe how to test the strength of an electromagnet.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/electromagnetism/lessons/an-electromagnet
An electromagnet,Science,Year 11,ks4,,I can describe how to test the strength of an electromagnet.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/electromagnetism/lessons/an-electromagnet
Anaerobic cellular respiration in humans and other organisms,Science,Year 11,ks4,,"I can describe the reactants and products of anaerobic cellular respiration in humans, plants and microorganisms, and explain where, why and when it takes place.",https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/aerobic-and-anaerobic-cellular-respiration/lessons/anaerobic-cellular-respiration-in-humans-and-other-organisms
Anaerobic cellular respiration in humans and other organisms,Science,Year 11,ks4,,"I can describe the reactants and products of anaerobic cellular respiration in humans, plants and microorganisms, and explain where, why and when it takes place.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/aerobic-and-anaerobic-cellular-respiration/lessons/anaerobic-cellular-respiration-in-humans-and-other-organisms
Antibiotics,Science,Year 11,ks4,,"I can explain what antibiotics are, and how they should be used to limit the spread of antibiotic resistance in bacteria.",https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/drugs-and-new-treatments-for-disease/lessons/antibiotics
Antibiotics,Science,Year 11,ks4,,"I can explain what antibiotics are, and how they should be used to limit the spread of antibiotic resistance in bacteria.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/drugs-and-new-treatments-for-disease/lessons/antibiotics
Applications of electromagnets,Science,Year 11,ks4,,I can describe how electromagnets are used in a range of practical applications.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/electromagnetism/lessons/applications-of-electromagnets
Applications of electromagnets,Science,Year 11,ks4,,I can describe how electromagnets are used in a range of practical applications.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/electromagnetism/lessons/applications-of-electromagnets
Applications of motor and generator effects,Science,Year 11,ks4,,I can explain how a loudspeaker and a microphone work.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-higher-aqa/units/electromagnetism/lessons/applications-of-motor-and-generator-effects
Appropriate equipment for measuring the rate of a reaction,Science,Year 11,ks4,,I can suggest appropriate equipment to measure the rate of reaction depending on the reaction.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/rate-of-reaction/lessons/appropriate-equipment-for-measuring-the-rate-of-a-reaction
Atmospheric pollutants,Science,Year 11,ks4,,I can describe how pollutants can be produced by impurities in fuels and by incomplete combustion.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/atmosphere-and-changing-climate/lessons/atmospheric-pollutants
Atmospheric pollutants,Science,Year 11,ks4,,I can describe how pollutants can be produced by impurities in fuels and by incomplete combustion.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/atmosphere-and-changing-climate/lessons/atmospheric-pollutants
"Auxins, phototropism and gravitropism",Science,Year 11,ks4,,I can explain how hormones called auxins cause plant shoots and roots to respond to light and gravity.,https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/plant-growth-and-development/lessons/auxins-phototropism-and-gravitropism
Balancing,Science,Year 11,ks4,,I can investigate the conditions for balance and apply the principle of moments in a range of situations.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/forces-make-things-change/lessons/balancing
Benefits and challenges of maintaining biodiversity,Science,Year 11,ks4,,"I can describe benefits of maintaining biodiversity, and ways in which humans can work to conserve biodiversity.",https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/biomass-transfer-food-security-and-biodiversity/lessons/benefits-and-challenges-of-maintaining-biodiversity
Benefits and challenges of maintaining biodiversity,Science,Year 11,ks4,,"I can describe benefits of maintaining biodiversity, and ways in which humans can work to conserve biodiversity.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/biomass-transfer-food-security-and-biodiversity/lessons/benefits-and-challenges-of-maintaining-biodiversity
Birth of a star,Science,Year 11,ks4,,I can describe what a star is and how it forms.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/gravity-in-space/lessons/birth-of-a-star
Burning hydrocarbons,Science,Year 11,ks4,,"I can write balanced symbol equations for combustion reactions, and describe the difference between complete and incomplete combustion.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/atmosphere-and-changing-climate/lessons/burning-hydrocarbons
Burning hydrocarbons,Science,Year 11,ks4,,"I can write balanced symbol equations for combustion reactions, and describe the difference between complete and incomplete combustion.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/atmosphere-and-changing-climate/lessons/burning-hydrocarbons
Calculating with electric charge,Science,Year 11,ks4,,"I can explain the equations: I = Q ÷ t, V = E ÷ Q, P = I × V, and V = I × R, and use them in calculations.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/mains-electricity/lessons/calculating-with-electric-charge
Calculating with electric charge,Science,Year 11,ks4,,"I can explain the equations: I = Q ÷ t, V = E ÷ Q, P = I × V, and V = I × R, and use them in calculations.",https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/mains-electricity/lessons/calculating-with-electric-charge
Calculating with electric charge: including complex calculations,Science,Year 11,ks4,,"I can explain the equations: I = Q ÷ t, V = E ÷ Q, P = I × V, and V = I × R, and use them in calculations.",https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-higher-aqa/units/mains-electricity/lessons/calculating-with-electric-charge-including-complex-calculations
Calculating with electric charge: including complex calculations,Science,Year 11,ks4,,"I can explain the equations: I = Q ÷ t, V = E ÷ Q, P = I × V, and V = I × R, and use them in calculations.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-higher-aqa/units/mains-electricity/lessons/calculating-with-electric-charge-including-complex-calculations
Carbon dioxide in the atmosphere,Science,Year 11,ks4,,I can explain how changing factors in the carbon cycle affects the amount of carbon dioxide in the atmosphere over time.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/atmosphere-and-changing-climate/lessons/carbon-dioxide-in-the-atmosphere
Carbon dioxide in the atmosphere,Science,Year 11,ks4,,I can explain how changing factors in the carbon cycle affects the amount of carbon dioxide in the atmosphere over time.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/atmosphere-and-changing-climate/lessons/carbon-dioxide-in-the-atmosphere
Carboxylic acids and esters,Science,Year 11,ks4,,"I can describe the structure of the first four carboxylic acids, and recognise and describe reactions where carboxylic acids are involved.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/organic-chemistry/lessons/carboxylic-acids-and-esters
Catalysts and rate,Science,Year 11,ks4,,"I can describe what a catalyst does and explain how it affects the rate of reaction in terms of activation energy, and justify its use for a reaction based on experimental results.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/rate-of-reaction/lessons/catalysts-and-rate
Changing momentum,Science,Year 11,ks4,,I can use the equation force = mass × change in velocity ÷ change in time to calculate the size of force involved in changing momentum in a certain amount of time.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-higher-aqa/units/forces-make-things-change/lessons/changing-momentum
Chemical equilibrium,Science,Year 11,ks4,,I can explain the concept of chemical equilibrium and the characteristics of a system in which equilibrium is established.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/industrial-chemistry/lessons/chemical-equilibrium
Chemical equilibrium,Science,Year 11,ks4,,I can explain the concept of chemical equilibrium and the characteristics of a system in which equilibrium is established.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/industrial-chemistry/lessons/chemical-equilibrium
"Chemical tests involving alkanes, alkenes and alcohols",Science,Year 11,ks4,,"I can use data to identify the functional group and predict the chain length for an alkane, alkene or alcohol.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/organic-chemistry/lessons/chemical-tests-involving-alkanes-alkenes-and-alcohols
Chemical tests: aqueous ions (including magnesium),Science,Year 11,ks4,,"I can perform and interpret sodium hydroxide precipitate tests for metal ions and other tests for identifying ammonium, carbonate, sulfate, and halide ions.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/chemical-analysis/lessons/chemical-tests-aqueous-ions-including-magnesium
Classification and reclassification: genetic evidence,Science,Year 11,ks4,,"I can describe the classification, and sometimes reclassification, of organisms based on evidence from their gene sequences.",https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/classification-in-modern-biology/lessons/classification-and-reclassification-genetic-evidence
Classification and reclassification: genetic evidence,Science,Year 11,ks4,,"I can describe the classification, and sometimes reclassification, of organisms based on evidence from their gene sequences.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/classification-in-modern-biology/lessons/classification-and-reclassification-genetic-evidence
Classification into kingdoms and domains: sub-cellular evidence,Science,Year 11,ks4,,I can describe the classification of organisms based on evidence from their phenotype and cells.,https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/classification-in-modern-biology/lessons/classification-into-kingdoms-and-domains-sub-cellular-evidence
Classification into kingdoms and domains: sub-cellular evidence,Science,Year 11,ks4,,I can describe the classification of organisms based on evidence from their phenotype and cells.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/classification-in-modern-biology/lessons/classification-into-kingdoms-and-domains-sub-cellular-evidence
Classifying organisms as eukaryotic or prokaryotic,Science,Year 11,ks4,,I can describe the common features of the cells of eukaryotic and prokaryotic organisms.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/classification-in-modern-biology/lessons/classifying-organisms-as-eukaryotic-or-prokaryotic
Classifying organisms as eukaryotic or prokaryotic,Science,Year 11,ks4,,I can describe the common features of the cells of eukaryotic and prokaryotic organisms.,https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/classification-in-modern-biology/lessons/classifying-organisms-as-eukaryotic-or-prokaryotic
Climate change and biodiversity: changes in the distribution of organisms,Science,Year 11,ks4,,I can evaluate evidence of the impacts of environmental changes on the distribution of organisms.,https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-higher-aqa/units/biomass-transfer-food-security-and-biodiversity/lessons/impacts-of-environmental-changes-on-the-distribution-of-organisms
Climate change and biodiversity: forests and oceans,Science,Year 11,ks4,,"I can describe the importance of forests and oceans in combating climate change, and the impact of human activities on forests and oceans.",https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/biomass-transfer-food-security-and-biodiversity/lessons/climate-change-and-biodiversity-forests-and-oceans
Climate change and biodiversity: forests and oceans,Science,Year 11,ks4,,"I can describe the importance of forests and oceans in combating climate change, and the impact of human activities on forests and oceans.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/biomass-transfer-food-security-and-biodiversity/lessons/climate-change-and-biodiversity-forests-and-oceans
Collision theory,Science,Year 11,ks4,,"I can explain why increasing pressure, surface area or concentration increases the frequency of collisions between particles and therefore the rate of reaction.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/rate-of-reaction/lessons/collision-theory
Comparing materials and their properties,Science,Year 11,ks4,,"I can compare the properties of glass, clay ceramics, polymers, composites, and metals; and explain how the properties of materials are related to their uses.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/industrial-chemistry/lessons/comparing-materials-and-their-properties
Concentration and rate: analysis,Science,Year 11,ks4,,I can represent graphically and explain how the rate of reaction depends on the concentration of one of the reactants.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/rate-of-reaction/lessons/concentration-and-rate-analysis
Concentration and rate: practical using end point method,Science,Year 11,ks4,,I can carry out a fair test to investigate how the rate of reaction depends on the concentration of a reacting solution.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/rate-of-reaction/lessons/concentration-and-rate-practical-using-end-point-method
Concentration and rate: practical using gas collection method,Science,Year 11,ks4,,I can carry out a fair test to investigate how the rate of reaction depends on the concentration of a reacting solution.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/rate-of-reaction/lessons/concentration-and-rate-practical-using-gas-collection-method
Condensation polymerisation,Science,Year 11,ks4,,I can explain the basic principles of condensation polymerisation.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-higher-aqa/units/organic-chemistry/lessons/condensation-polymerisation
Conservation of momentum,Science,Year 11,ks4,,I can use the principle of conservation of momentum to calculate motions after a collision or explosion.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-higher-aqa/units/forces-make-things-change/lessons/conservation-of-momentum
Conservation of momentum,Science,Year 11,ks4,,I can use the principle of conservation of momentum to calculate motions after a collision or explosion.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-higher-aqa/units/forces-make-things-change/lessons/conservation-of-momentum
"Controlling water balance: the kidneys, and treating kidney failure",Science,Year 11,ks4,,"I can describe the role of the kidneys in filtering the blood to control the water balance of the human body, and treatments for kidney failure.",https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/coordination-and-control-maintaining-a-constant-internal-environment/lessons/controlling-water-balance-the-kidneys-and-treating-kidney-failure
Convex lenses (including magnification),Science,Year 11,ks4,,"I can use a convex lens to form an image on a screen, and describe how the image can vary depending on the object distance.",https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/electromagnetic-waves/lessons/convex-lenses-including-magnification
Corrosion and its prevention,Science,Year 11,ks4,,"I can describe corrosion in detail, including chemical equations, and describe what actions can be taken to prevent corrosion.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/industrial-chemistry/lessons/corrosion-and-its-prevention
Corrosion and its prevention: including half equations,Science,Year 11,ks4,,"I can describe corrosion in detail, including chemical equations, and describe what actions can be taken to prevent corrosion.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-higher-aqa/units/industrial-chemistry/lessons/corrosion-and-its-prevention-including-half-equations
Cracking fractions of crude oil,Science,Year 11,ks4,,I can describe the uses of different fractions of crude oil and describe what cracking is and how it is used to produce lighter fractions that are in greater demand.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/using-earths-resources/lessons/cracking-fractions-of-crude-oil
Cracking fractions of crude oil,Science,Year 11,ks4,,I can describe the uses of different fractions of crude oil and describe what cracking is and how it is used to produce lighter fractions that are in greater demand.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/using-earths-resources/lessons/cracking-fractions-of-crude-oil
Danger from electric shock,Science,Year 11,ks4,,I can describe mains electricity in the UK and the dangers of an electric shock.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-foundation-aqa/units/mains-electricity/lessons/danger-from-electric-shock
Danger from electric shock,Science,Year 11,ks4,,I can describe mains electricity in the UK and the dangers of an electric shock.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/mains-electricity/lessons/danger-from-electric-shock
Developing a reactivity series for metals,Science,Year 11,ks4,,I can compare the reactions of different metals with water and dilute acids in order to work out the reactivity series for metals.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/using-earths-resources/lessons/developing-a-reactivity-series-for-metals
Developing a reactivity series for metals,Science,Year 11,ks4,,I can compare the reactions of different metals with water and dilute acids in order to work out the reactivity series for metals.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/using-earths-resources/lessons/developing-a-reactivity-series-for-metals
Development of new medicines,Science,Year 11,ks4,,"I can describe the process of discovery and development of potential new medicines, including preclinical and clinical trials.",https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/drugs-and-new-treatments-for-disease/lessons/development-of-new-medicines
Development of new medicines,Science,Year 11,ks4,,"I can describe the process of discovery and development of potential new medicines, including preclinical and clinical trials.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/drugs-and-new-treatments-for-disease/lessons/development-of-new-medicines
Dispersion of light and electromagnetic radiation,Science,Year 11,ks4,,I can explain what is meant by the visible light spectrum and the spectrum of electromagnetic waves.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-higher-aqa/units/electromagnetic-waves/lessons/dispersion-of-light-and-electromagnetic-radiation
Dispersion of light and electromagnetic waves,Science,Year 11,ks4,,I can explain what is meant by the visible light spectrum and the spectrum of electromagnetic waves.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/electromagnetic-waves/lessons/dispersion-of-light-and-electromagnetic-waves
Earth's atmosphere (approximate values),Science,Year 11,ks4,,I can describe the composition of Earth's atmosphere.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/atmosphere-and-changing-climate/lessons/earths-atmosphere-approximate-values
